minute,day_type,micro_regime,call_ret,put_ret,alpha,oracle_side,model_side,spread
50,trend_up,tradable,0.041900557203480314,0.0,0.020950278601740157,1,1,0.040232127093488876
51,trend_up,tradable,0.03261033251956511,0.0,0.016305166259782556,1,1,0.04158722059146947
52,trend_up,tradable,0.033433152589576215,0.0,0.016716576294788107,1,1,0.03387767864149821
53,trend_up,tradable,0.03637430003989271,0.0,0.018187150019946356,1,1,0.05755413197824198
54,trend_up,tradable,0.03775932649103563,0.0,0.018879663245517816,1,1,0.03304325434089544
55,trend_up,tradable,0.04751794928769149,0.0,0.023758974643845746,1,1,0.03344778839493158
56,trend_up,tradable,0.04267212396689261,0.0,0.021336061983446303,1,1,0.03693791991059128
57,trend_up,tradable,0.03818634387570407,0.0,0.019093171937852035,1,1,0.08456342785399303
58,trend_up,tradable,0.038420356419893546,0.0,0.019210178209946773,1,1,0.06599560091332901
59,trend_up,tradable,0.03177909990847989,0.0,0.015889549954239943,1,1,0.048652432225059224
60,trend_up,tradable,0.0357764328907715,0.0,0.01788821644538575,1,1,0.055725826708058965
61,trend_up,tradable,0.03970899506681864,0.0,0.01985449753340932,1,1,0.05078135321998997
62,trend_up,tradable,0.04644508266764023,0.0,0.023222541333820117,1,1,0.06748043528810022
63,trend_up,tradable,0.04460927065832182,0.0,0.02230463532916091,1,1,0.07430423404873346
64,trend_up,tradable,0.04264071510843605,0.0,0.021320357554218024,1,1,0.09025033478281258
65,trend_up,tradable,0.04742463119842624,0.0,0.02371231559921312,1,1,0.03591452531764641
66,trend_up,tradable,0.040233079379064667,0.0,0.020116539689532333,1,1,0.0715577403126448
67,trend_up,tradable,0.039010646116979616,0.0,0.019505323058489808,1,1,0.07130531267508164
68,trend_up,tradable,0.04672646184354142,0.0,0.02336323092177071,1,1,0.06261896070868592
69,trend_up,tradable,0.04485655042294813,0.0,0.022428275211474065,1,1,0.07197154090658286
70,trend_up,tradable,0.042742889173652425,0.0,0.021371444586826212,1,1,0.07605042995283695
71,trend_up,tradable,0.04435648628860915,0.0,0.022178243144304575,1,1,0.09288565831530751
72,trend_up,tradable,0.04382221531479328,0.0,0.02191110765739664,1,1,0.04103281540374998
73,trend_up,tradable,0.045903936036236506,0.0,0.022951968018118253,1,1,0.08107799960741646
74,trend_up,tradable,0.04323055143170501,0.0,0.021615275715852506,1,1,0.05634516314365784
75,trend_up,tradable,0.04980528381054785,0.0,0.024902641905273925,1,1,0.08953735754335479
76,trend_up,tradable,0.04299512336969313,0.0,0.021497561684846567,1,1,0.0308611880122022
77,trend_up,tradable,0.038720307120422716,0.0,0.019360153560211358,1,1,0.060961988894752524
78,trend_up,tradable,0.048375904787120685,0.0,0.024187952393560343,1,1,0.09979242604863012
79,trend_up,tradable,0.04596180192567648,0.0,0.02298090096283824,1,1,0.09993733113319671
80,trend_up,tradable,0.048588009732366766,0.0,0.024294004866183383,1,1,0.03202996522431286
81,trend_up,tradable,0.04668943912749918,0.0,0.02334471956374959,1,1,0.09374467589916198
82,trend_up,tradable,0.04597081303189324,0.0,0.02298540651594662,1,1,0.07241476243534095
83,trend_up,tradable,0.03804526167530034,0.0,0.01902263083765017,1,1,0.08606746975491733
84,trend_up,tradable,0.050073392278693236,0.0,0.025036696139346618,1,1,0.032810590968294646
85,trend_up,tradable,0.05167599593155833,0.0,0.025837997965779166,1,1,0.040864909470876364
86,trend_up,tradable,0.0441667729465522,0.0,0.0220833864732761,1,1,0.09861433494290774
87,trend_up,tradable,0.04674761809626894,0.0,0.02337380904813447,1,1,0.09189019979567721
88,trend_up,tradable,0.0493148929379707,0.0,0.02465744646898535,1,1,0.09860190256879348
89,trend_up,tradable,0.048721705043087996,0.0,0.024360852521543998,1,1,0.04015911782655348
90,trend_up,tradable,0.043897685270710016,0.0,0.021948842635355008,1,1,0.07544632086717162
91,trend_up,tradable,0.04881755296496515,0.0,0.024408776482482575,1,1,0.06319181106378327
92,trend_up,tradable,0.048494845110238854,0.0,0.024247422555119427,1,1,0.0599532249576945
93,trend_up,tradable,0.04853984856014268,0.0,0.02426992428007134,1,1,0.04523399686878734
94,trend_up,tradable,0.0437300877935076,0.0,0.0218650438967538,1,1,0.06318928725631193
95,trend_up,tradable,0.04580537136849503,0.0,0.022902685684247515,1,1,0.0753563937540847
96,trend_up,tradable,0.0491585293291504,0.0,0.0245792646645752,1,1,0.06019927366259231
97,trend_up,tradable,0.05618869140487151,0.0,0.028094345702435755,1,1,0.09204820207065954
98,trend_up,tradable,0.04739500478794383,0.0,0.023697502393971916,1,1,0.05201154842209409
99,trend_up,tradable,0.05201685108362021,0.0,0.026008425541810105,1,1,0.049642800529355914
100,trend_up,tradable,0.048724657056375784,0.0,0.024362328528187892,1,1,0.031027799049204954
101,trend_up,tradable,0.045938912748446005,0.0,0.022969456374223002,1,1,0.07205882855615567
102,trend_up,tradable,0.03761933337232827,0.0,0.018809666686164135,1,1,0.084047342394821
103,trend_up,tradable,0.04576355305504306,0.0,0.02288177652752153,1,1,0.07486220442103117
104,trend_up,tradable,0.05042906475593262,0.0,0.02521453237796631,1,1,0.04161348075135735
105,trend_up,tradable,0.05017783725351812,0.0,0.02508891862675906,1,1,0.09932251650283909
106,trend_up,tradable,0.050408568204994536,0.0,0.025204284102497268,1,1,0.08287311209563211
107,trend_up,tradable,0.05089056048599823,0.0,0.025445280242999115,1,1,0.09349725355093505
108,trend_up,tradable,0.04332235087091407,0.0,0.021661175435457036,1,1,0.07105116211103571
109,trend_up,tradable,0.04082380722613826,0.0,0.02041190361306913,1,1,0.07463120903349213
110,trend_up,tradable,0.04527676093075582,0.0,0.02263838046537791,1,1,0.055662586945282866
111,trend_up,tradable,0.04889928352928305,0.0,0.024449641764641525,1,1,0.08380393126215654
112,trend_up,tradable,0.045038890449422914,0.0,0.022519445224711457,1,1,0.08951920091836052
113,trend_up,tradable,0.042866962664749805,0.0,0.021433481332374903,1,1,0.07415825682553197
114,trend_up,tradable,0.049601783245657685,0.0,0.024800891622828843,1,1,0.09492223209528187
115,trend_up,tradable,0.042825142251436035,0.0,0.021412571125718018,1,1,0.04946154746205697
116,trend_up,tradable,0.04253988956164272,0.0,0.02126994478082136,1,1,0.06342541115394129
117,trend_up,tradable,0.040860585402103196,0.0,0.020430292701051598,1,1,0.08474036195167241
118,trend_up,tradable,0.05042552495329336,0.0,0.02521276247664668,1,1,0.06871726616878926
119,trend_up,tradable,0.04636171652213463,0.0,0.023180858261067316,1,1,0.08136274482065414
120,trend_up,tradable,0.038955855654173546,0.0,0.019477927827086773,1,1,0.09898781186464484
121,trend_up,tradable,0.039013247215378855,0.0,0.019506623607689427,1,1,0.035937349061828244
122,trend_up,tradable,0.04212873653108973,0.0,0.021064368265544864,1,1,0.032587950904082195
123,trend_up,tradable,0.04213888091083798,0.0,0.02106944045541899,1,1,0.07992807374181887
124,trend_up,tradable,0.03723357099219981,0.0,0.018616785496099904,1,1,0.03342745968762954
125,trend_up,tradable,0.04530438489310445,0.0,0.022652192446552224,1,1,0.06602405394814448
126,trend_up,tradable,0.04178055378501628,0.0,0.02089027689250814,1,1,0.07701289661991012
127,trend_up,tradable,0.037007969814544656,0.0,0.018503984907272328,1,1,0.05092605557832339
128,trend_up,tradable,0.039099530794096234,0.0,0.019549765397048117,1,1,0.043131557735764395
129,trend_up,tradable,0.03875585284454754,0.0,0.01937792642227377,1,1,0.09991203590467354
130,trend_up,tradable,0.03843171498702555,0.0,0.019215857493512775,1,1,0.0998306026084042
131,trend_up,tradable,0.03440998321928396,0.0,0.01720499160964198,1,1,0.06478416172912446
132,trend_up,tradable,0.04160400882113487,0.0,0.020802004410567437,1,1,0.031236814669993854
133,trend_up,tradable,0.041288884451886367,0.0,0.020644442225943183,1,1,0.09714464909912032
134,trend_up,tradable,0.0344528908871525,0.0,0.01722644544357625,1,1,0.046456798181646164
135,trend_up,tradable,0.037748276564857436,0.0,0.018874138282428718,1,1,0.07135213559146364
136,trend_up,tradable,0.03206452588900869,0.0,0.016032262944504345,1,1,0.04088090948583957
137,trend_up,tradable,0.03835784715065405,0.0,0.019178923575327026,1,1,0.0606870381008935
138,trend_up,tradable,0.03850637937290359,0.0,0.019253189686451795,1,1,0.04296255414674973
139,trend_up,tradable,0.03883332512559297,0.0,0.019416662562796484,1,1,0.06589124450100779
140,trend_up,tradable,0.03306072870162116,0.0,0.01653036435081058,1,1,0.03287553653133928
141,trend_up,tradable,0.029429493369162264,0.0,0.014714746684581132,1,0,0.051879896432000874
142,trend_up,tradable,0.03037748320945893,0.0,0.015188741604729465,1,1,0.07887328079269394
143,trend_up,tradable,0.034240191991117115,0.0,0.017120095995558558,1,1,0.030116249537236035
144,trend_up,tradable,0.02929282902275679,0.0,0.014646414511378394,1,0,0.06426514045550458
145,trend_up,tradable,0.03318318436227616,0.0,0.01659159218113808,1,1,0.0482243980390675
146,trend_up,tradable,0.021389119596823006,0.0,0.010694559798411503,1,0,0.04597770128243944
147,trend_up,tradable,0.030634335585587397,0.0,0.015317167792793698,1,1,0.07980906291177445
148,trend_up,tradable,0.031263172034379755,0.0,0.015631586017189877,1,1,0.03064818472747864
149,trend_up,tradable,0.028544839272965607,0.0,0.014272419636482804,1,0,0.046914723611736
150,trend_up,tradable,0.02194512304535864,0.0,0.01097256152267932,1,0,0.08973586215396567
151,trend_up,tradable,0.028887247297320916,0.0,0.014443623648660458,1,0,0.047798443862791015
152,chop,tradable,0.028481420299832,0.0,0.014240710149916,1,0,0.05530752550474395
153,chop,tradable,0.030613129226675653,0.0,0.015306564613337827,1,1,0.0451448986657781
154,chop,tradable,0.02959494381916603,0.0,0.014797471909583014,1,0,0.05425350587850267
155,chop,tradable,0.02119785072585811,0.0,0.010598925362929055,1,0,0.08170062705201679
156,chop,tradable,0.02821095633990322,0.0,0.01410547816995161,1,0,0.04006030630188739
157,chop,tradable,0.02536689575499999,0.0,0.012683447877499995,1,0,0.030280532331333765
158,chop,tradable,0.030540662447407056,0.0,0.015270331223703528,1,1,0.09281115398278655
159,chop,tradable,0.019883869632751152,0.0,0.009941934816375576,1,0,0.03353637874604036
160,chop,tradable,0.02426528084202805,0.0,0.012132640421014026,1,0,0.03127123807400548
161,chop,tradable,0.0264639542503601,0.0,0.01323197712518005,1,0,0.0727539093264793
162,chop,tradable,0.022306609034205227,0.0,0.011153304517102614,1,0,0.06968564567235708
163,chop,tradable,0.015417330057445647,0.0,0.0077086650287228236,1,0,0.030872891455884927
164,chop,tradable,0.01880732990284447,0.0,0.009403664951422235,1,0,0.09227594951727781
165,chop,tradable,0.01959844883115122,0.0,0.00979922441557561,1,0,0.042490923327528164
166,chop,tradable,0.009858228164692073,0.0,0.004929114082346036,1,0,0.09148560136675613
167,chop,tradable,0.018906488072321807,0.0,0.009453244036160904,1,0,0.08480720910182594
168,chop,tradable,0.011936475889228509,0.0,0.005968237944614254,1,0,0.08586682050728331
169,chop,tradable,0.023280684230976956,0.0,0.011640342115488478,1,0,0.09854572435950958
170,chop,tradable,0.019637698214453353,0.0,0.009818849107226676,1,0,0.05233927420197662
171,chop,tradable,0.01493827225707357,0.0,0.007469136128536785,1,0,0.09547669586965464
172,chop,tradable,0.015818809055008203,0.0,0.007909404527504101,1,0,0.03917760851183539
173,chop,tradable,0.009660067241767137,0.0,0.004830033620883569,1,0,0.04705177217510252
174,chop,tradable,0.011476696077324017,0.0,0.005738348038662008,1,0,0.04414616711518346
175,chop,tradable,0.00831506275627463,0.0,0.004157531378137315,1,0,0.03316211818925985
176,chop,tradable,0.012223195791000499,0.0,0.006111597895500249,1,0,0.037748445182073126
177,chop,tradable,0.00827054489282097,0.0,0.004135272446410485,1,0,0.0931149297496507
178,chop,tradable,0.002676434326282337,0.0,0.0013382171631411686,1,0,0.039645547514946367
179,chop,tradable,0.0012673589369604733,0.0,0.0006336794684802366,1,0,0.07317293253541163
180,chop,tradable,0.005625756751071281,0.0,0.0028128783755356403,1,0,0.0896353210456359
181,chop,tradable,0.0043516594758109236,0.0,0.0021758297379054618,1,0,0.058339847509857365
182,chop,tradable,0.007920527599887935,0.0,0.003960263799943967,1,0,0.038445873621058044
183,chop,tradable,0.0006990926542359517,0.0,0.00034954632711797583,1,0,0.04256444506422612
184,chop,tradable,0.004015494164078363,0.0,0.0020077470820391817,1,0,0.08959342545815427
185,chop,tradable,0.007109963360074004,0.0,0.003554981680037002,1,0,0.04128778439963469
186,chop,tradable,0.0012106509417866454,0.0,0.0006053254708933227,1,0,0.06434255408583103
187,chop,tradable,0.0019731617747935923,0.0,0.0009865808873967962,1,0,0.03879646970079752
188,chop,tradable,0.0071871534668067946,0.0,0.0035935767334033973,1,0,0.06880915864279535
189,chop,tradable,0.0012134008288971828,0.0023991153777043017,-0.0005928572744035595,-1,0,0.0941793885340437
190,chop,tradable,0.0026694861253319835,0.00030984470510088207,0.0011798207101155508,1,0,0.06723202639422476
191,chop,tradable,0.0,0.003497928362435933,-0.0017489641812179664,-1,0,0.06281315079097669
192,chop,tradable,0.0,0.0,0.0,0,0,0.053968257376744
193,dislocation,tradable,0.0031247526510115938,0.0,0.0015623763255057969,1,0,0.04483682277563798
194,chop,tradable,0.0,0.007333188721179,-0.0036665943605895,-1,0,0.09953579488878246
195,chop,tradable,0.0,0.007489166487808023,-0.0037445832439040117,-1,0,0.0406628697110303
196,chop,tradable,0.0,0.003319121582445881,-0.0016595607912229405,-1,0,0.08083260898687308
197,chop,tradable,0.0,0.008905430497528368,-0.004452715248764184,-1,0,0.0965042766237106
198,chop,tradable,0.0,0.007632121075897622,-0.003816060537948811,-1,0,0.03281776179579466
199,chop,tradable,0.0,0.006401988165930587,-0.0032009940829652935,-1,0,0.051173619679654975
200,chop,tradable,0.0,0.0035446836909618544,-0.0017723418454809272,-1,0,0.06932732510440995
201,chop,tradable,0.0,0.011215267056177166,-0.005607633528088583,-1,0,0.07529502587003276
202,chop,tradable,0.0,0.011961974213432962,-0.005980987106716481,-1,0,0.03642065753413047
203,chop,tradable,0.0,0.013373076177765243,-0.006686538088882621,-1,0,0.052858278987024596
204,chop,tradable,0.0,0.011678119709386044,-0.005839059854693022,-1,0,0.07674944111935905
205,chop,tradable,0.0,0.015098627524200135,-0.007549313762100067,-1,0,0.07723155831444946
206,chop,tradable,0.0,0.008360357708619228,-0.004180178854309614,-1,0,0.0967045727939896
207,chop,tradable,0.0,0.016552877379190582,-0.008276438689595291,-1,0,0.09832898734841955
208,chop,tradable,0.0,0.015775436286906416,-0.007887718143453208,-1,0,0.09125753293257582
209,chop,tradable,0.0,0.019114242537002737,-0.009557121268501369,-1,0,0.052555097167605674
210,chop,tradable,0.0,0.013217248976931932,-0.006608624488465966,-1,0,0.04709435005361218
211,chop,tradable,0.0,0.016831628202480402,-0.008415814101240201,-1,0,0.0821494068045782
212,chop,tradable,0.0,0.015242720247464984,-0.007621360123732492,-1,0,0.04681583933043022
213,chop,tradable,0.0,0.01871904991206865,-0.009359524956034326,-1,0,0.05869876717575302
214,chop,tradable,0.0,0.019875313243150852,-0.009937656621575426,-1,0,0.03052549229599999
215,chop,tradable,0.0,0.01900087416921565,-0.009500437084607825,-1,0,0.0842035130828136
216,chop,tradable,0.0,0.02010310326537219,-0.010051551632686095,-1,0,0.04077745078043385
217,chop,tradable,0.0,0.016398372460010146,-0.008199186230005073,-1,0,0.034874844561397625
218,chop,tradable,0.0,0.021586737696345237,-0.010793368848172618,-1,0,0.07644172800603607
219,chop,tradable,0.0,0.02744323456286839,-0.013721617281434196,-1,0,0.0686529449991531
220,chop,tradable,0.0,0.02036439170021173,-0.010182195850105866,-1,0,0.09995953364569315
221,chop,tradable,0.0,0.02195992450348334,-0.01097996225174167,-1,0,0.052282847134031425
222,chop,tradable,0.0,0.024629158378962814,-0.012314579189481407,-1,0,0.05473363865479275
223,chop,tradable,0.0,0.03278162326812051,-0.016390811634060254,-1,-1,0.05250819775686297
224,chop,tradable,0.0,0.027108864640758738,-0.013554432320379369,-1,0,0.04007360872549908
225,chop,tradable,0.0,0.02473797080696825,-0.012368985403484125,-1,0,0.03472629361311905
226,trend_down,tradable,0.0,0.02760656569934379,-0.013803282849671895,-1,0,0.0324386845195941
227,trend_down,tradable,0.0,0.022930538985070175,-0.011465269492535088,-1,0,0.09025606815343754
228,trend_down,tradable,0.0,0.032921814225375164,-0.016460907112687582,-1,-1,0.05761370625571281
229,trend_down,tradable,0.0,0.029635137884327735,-0.014817568942163867,-1,0,0.08251861915637632
230,trend_down,tradable,0.0,0.03649066857495031,-0.018245334287475157,-1,-1,0.08260435673999772
231,trend_down,tradable,0.0,0.03184883237152913,-0.015924416185764564,-1,-1,0.08761753359648299
232,trend_down,tradable,0.0,0.027822221529401718,-0.013911110764700859,-1,0,0.06141106550408754
233,trend_down,tradable,0.0,0.027521707884543094,-0.013760853942271547,-1,0,0.043461047532459315
234,trend_down,tradable,0.0,0.031087906287991067,-0.015543953143995533,-1,-1,0.06964944555667513
235,trend_down,tradable,0.0,0.02539313848499354,-0.01269656924249677,-1,0,0.0334621396002211
236,trend_down,tradable,0.0,0.03788440078884838,-0.01894220039442419,-1,-1,0.08305372231130023
237,trend_down,tradable,0.0,0.03773137252665123,-0.018865686263325614,-1,-1,0.06653429295384775
238,trend_down,tradable,0.0,0.03396236275033544,-0.01698118137516772,-1,-1,0.030074722551592305
239,trend_down,tradable,0.0,0.0379731077282899,-0.01898655386414495,-1,-1,0.09231847732765332
240,trend_down,tradable,0.0,0.03480423108609477,-0.017402115543047384,-1,-1,0.0450624792240103
241,trend_down,tradable,0.0,0.043498202445540576,-0.021749101222770288,-1,-1,0.036940987941917004
242,trend_down,tradable,0.0,0.038605765354316646,-0.019302882677158323,-1,-1,0.09021973203532586
243,trend_down,tradable,0.0,0.04454948916024762,-0.02227474458012381,-1,-1,0.048536502412510577
244,trend_down,tradable,0.0,0.0383760590643998,-0.0191880295321999,-1,-1,0.036988174002375314
245,trend_down,tradable,0.0,0.041853146500225896,-0.020926573250112948,-1,-1,0.08966676225511865
246,trend_down,tradable,0.0,0.036970727695558495,-0.018485363847779247,-1,-1,0.03309225720609129
247,trend_down,tradable,0.0,0.03866462218338323,-0.019332311091691614,-1,-1,0.08643336758113077
248,trend_down,tradable,0.0,0.04371634701485711,-0.021858173507428556,-1,-1,0.0578267517188495
249,trend_down,tradable,0.0,0.04176384305697373,-0.020881921528486867,-1,-1,0.03722984353749347
250,trend_down,tradable,0.0,0.04297004643662252,-0.02148502321831126,-1,-1,0.060206330258114824
251,trend_down,tradable,0.0,0.042330955320625654,-0.021165477660312827,-1,-1,0.05304837217184387
252,trend_down,tradable,0.0,0.037889200589473024,-0.018944600294736512,-1,-1,0.06880793163658346
253,trend_down,tradable,0.0,0.04337782917698645,-0.021688914588493226,-1,-1,0.04162438426897812
254,trend_down,tradable,0.0,0.041410113713429994,-0.020705056856714997,-1,-1,0.0828877679731399
255,trend_down,tradable,0.0,0.04676815855066609,-0.023384079275333047,-1,-1,0.07682633612941057
256,trend_down,tradable,0.0,0.03970844644092591,-0.019854223220462954,-1,-1,0.07052842673251698
257,trend_down,tradable,0.0,0.04617587748703065,-0.023087938743515325,-1,-1,0.031857270604425204
258,trend_down,tradable,0.0,0.05207948850379962,-0.02603974425189981,-1,-1,0.030383117618423924
259,trend_down,tradable,0.0,0.0522766889566592,-0.0261383444783296,-1,-1,0.0695554537441494
260,trend_down,tradable,0.0,0.041651462012911346,-0.020825731006455673,-1,-1,0.06755415466265755
261,trend_down,tradable,0.0,0.04729445243985056,-0.02364722621992528,-1,-1,0.0715990886011106
262,trend_down,tradable,0.0,0.05292080091034035,-0.026460400455170174,-1,-1,0.0695074876251425
263,trend_down,tradable,0.0,0.042857968082829746,-0.021428984041414873,-1,-1,0.059233350485783196
264,trend_down,tradable,0.0,0.044071096683413497,-0.022035548341706748,-1,-1,0.05126576328869609
265,trend_down,tradable,0.0,0.04355512546593483,-0.021777562732967416,-1,-1,0.07830887387049218
266,trend_down,tradable,0.0,0.04469966117795752,-0.02234983058897876,-1,-1,0.03280665069109431
267,trend_down,tradable,0.0,0.04523068685063947,-0.022615343425319734,-1,-1,0.0431932012108611
268,trend_down,tradable,0.0,0.05032265867698879,-0.025161329338494395,-1,-1,0.08662787217547244
269,trend_down,tradable,0.0,0.050762132817842386,-0.025381066408921193,-1,-1,0.07439641037767097
270,trend_down,tradable,0.0,0.04458462566929084,-0.02229231283464542,-1,-1,0.09954800977507933
271,trend_down,tradable,0.0,0.04793488795712193,-0.023967443978560966,-1,-1,0.09320924073842958
272,trend_down,tradable,0.0,0.04625102720832074,-0.02312551360416037,-1,-1,0.08842953650288551
273,trend_down,tradable,0.0,0.04767646157281553,-0.023838230786407764,-1,-1,0.057806331103097686
274,trend_down,tradable,0.0,0.04646632716414665,-0.023233163582073325,-1,-1,0.04325544441709977
275,trend_down,tradable,0.0,0.053473059504199255,-0.026736529752099628,-1,-1,0.07954907260810135
276,trend_down,tradable,0.0,0.041999262466943,-0.0209996312334715,-1,-1,0.03888546797536438
277,trend_down,tradable,0.0,0.04669449860109511,-0.023347249300547556,-1,-1,0.0980262673052698
278,trend_down,tradable,0.0,0.05612194582193405,-0.028060972910967024,-1,-1,0.05531193207008639
279,trend_down,tradable,0.0,0.04483314162057444,-0.02241657081028722,-1,-1,0.06122510250441583
280,trend_down,tradable,0.0,0.04444208009621169,-0.022221040048105847,-1,-1,0.04440738551091053
281,trend_down,tradable,0.0,0.04732287557147713,-0.023661437785738565,-1,-1,0.09840349109400502
282,trend_down,tradable,0.0,0.047984959459635164,-0.023992479729817582,-1,-1,0.04365869687646355
283,trend_down,tradable,0.0,0.04721425090498761,-0.023607125452493806,-1,-1,0.04413070761266788
284,trend_down,tradable,0.0,0.043822151525656786,-0.021911075762828393,-1,-1,0.05435305430296146
285,trend_down,tradable,0.0,0.04322051105279605,-0.021610255526398024,-1,-1,0.05648168756613907
286,trend_down,tradable,0.0,0.051359910774631284,-0.025679955387315642,-1,-1,0.07572343195159731
287,trend_down,tradable,0.0,0.04671529409628991,-0.023357647048144956,-1,-1,0.041821112912890035
288,trend_down,tradable,0.0,0.04733194222859637,-0.023665971114298186,-1,-1,0.06636847186767858
289,trend_down,tradable,0.0,0.0465645925085631,-0.02328229625428155,-1,-1,0.06345626065178817
290,trend_down,tradable,0.0,0.04944500277655527,-0.024722501388277637,-1,-1,0.0746326286160335
291,trend_down,tradable,0.0,0.039955763108183065,-0.019977881554091532,-1,-1,0.06328928212630544
292,trend_down,tradable,0.0,0.045109710591135777,-0.022554855295567888,-1,-1,0.05997189044562114
293,trend_down,tradable,0.0,0.043972248370601416,-0.021986124185300708,-1,-1,0.07637707160563399
294,trend_down,tradable,0.0,0.05025097047055111,-0.025125485235275555,-1,-1,0.08684860728309415
295,trend_down,tradable,0.0,0.04800688008660559,-0.024003440043302796,-1,-1,0.08216426899467076
296,trend_down,tradable,0.0,0.03893720328432868,-0.01946860164216434,-1,-1,0.09262815208074705
297,trend_down,tradable,0.0,0.039581995875412695,-0.019790997937706348,-1,-1,0.04383668875782477
298,trend_down,tradable,0.0,0.04542651954758687,-0.022713259773793435,-1,-1,0.07957102876898446
299,trend_down,tradable,0.0,0.044271451954761766,-0.022135725977380883,-1,-1,0.049140079148867075
